Nome/Razão Social;Data de Publicação do Ato;Nome do Município;UF
LIBERTAS TELECOMUNICACOES LTDA - ME ;07/06/2010;Campo Belo;MG
LIBERTI TELECOM E COMERCIO DE INFORMATICA LTDA - ME;17/09/2014;Fronteiras;PI
LIBERTY WAN COMUNICACAO LTDA - ME;08/08/2017;Liberdade;MG
LICIA REGINA MOURA DA ANUNCIACAO - ME;22/09/2017;Madre de Deus;BA
LICNET INFORMATICA E COMUNICAÇÃO EIRELI - ME;09/07/2015;Conselheiro Lafaiete;MG
LÍDER TELECOM LTDA - ME;08/03/2016;Piçarra;PA
LIDER TELECOMUNICACOES EIRELI - ME;22/06/2016;Cariacica;ES
LIDERNET TELECOMUNICACOES E INTERNET LTDA ME;01/11/2010;Santa Luzia;MG
LIDIANE WESTLEY BOUARD - ME;01/02/2016;Doutor Ulysses;PR
LIFE NETWORKS E COMUNICAÇÃO LTDA - ME;26/05/2015;Guarulhos;SP
LIGHT TELECOM SERVIÇOS EM TELECOMUNICAÇÕES LTDA;15/01/2009;Brasília;DF
LIGMAIS TELECOM - TECNOLOGIA E COMUNICAÇÃO LTDA - ME;06/06/2014;Chapecó;SC
LIGO TELECOMUNICACOES LTDA - ME;15/01/2009;Itumbiara;GO
LIGOO NET TELECOM LTDA - ME;17/11/2016;Aparecida de Goiânia;GO
LIGUE NET TELECOMUNICAÇÕES EIRELI;17/09/2014;Campo Grande;MS
LIGUE TELECOMUNICAÇÕES LTDA;22/06/2009;Campo Mourão;PR
LIGUENET TELECOM LTDA - ME;04/07/2016;Brasília;DF
LIGVALE - INFORMATICA E TELECOMUNICACOES LTDA ME;16/04/2009;Mesquita;MG
LILIAN CRISTINA GONÇALVES - ME;24/09/2010;Bauru;SP
LILIANE ALMEIDA L PARENTE ME;26/08/2014;Frecheirinha;CE
LILIANI DE PAULA;26/04/2011;Água Santa;RS
LIMA & CARVALHO LTDA;02/03/2011;Alto Taquari;MT
LIMA & FEDRIGO LTDA - ME;04/09/2017;Charqueada;SP
LIMA & RAPOSO LTDA;31/07/2009;Simonésia;MG
LIMA E ROSSATO LTDA ME ;20/12/2012;Jardim;MS
LIMANET LTDA - ME;02/01/2017;Muriaé;MG
LINDEMBERG FERNANDES DE LIMA;24/12/2013;Mossoró;RN
LINE CONECT COMUNICAÇÕES LTDA - ME ;17/03/2016;Palmas;TO
LINE FREE TECNOLOGIA LTDA;25/01/2012;Sapiranga;RS
LINEATECH TELEINFORMATICA LTDA;14/02/2017;São Paulo;SP
LINEJET SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;14/10/2016;Rio de Janeiro;RJ
LINENET SUPRIMENTOS PARA INFORMATICA LTDA-ME;31/07/2009;Padre Bernardo;GO
LINET X COMUNICAÇÃO E SERVIÇOS LTDA - ME;30/11/2015;Vitória da Conquista;BA
LINHA LIVRE INTERNET LTDA ME;15/01/2009;Florianópolis;SC
LINHARES SERVICOS ON LINE LTDA-ME;19/03/2007;Linhares;ES
LINK AIR TELECOM TELEINFORMATICA LTDA - ME;28/06/2010;Barueri;SP
LINK BRASIL  LTDA - ME;24/03/2011;Pirambu;SE
LINK CARIOCA EIRELI - ME;12/08/2015;Rio de Janeiro;RJ
LINK CARIRI TELECOMUNICACOES LTDA - EPP;10/10/2016;Juazeiro do Norte;CE
LINK CENTRO DE INFORMATICA LTDA ME;12/03/2010;São Pedro;SP
LINK DIGITAL TELECOM LTDA - ME;22/12/2016;São João de Meriti;RJ
LINK EXPLORER TELECOMUNICACAO LTDA ;29/04/2008;Luziânia;GO
LINK FAST TELECOMUNICACOES LTDA - ME;26/09/2016;Pouso Alegre;MG
LINK FLEX INTERNET LTDA ;08/03/2012;Campina Grande;PB
LINK FLY TELECOM LTDA;02/07/2012;Belo Horizonte;MG
LINK NET BANDA LARGA EIRELI - ME;19/06/2017;Divinópolis;MG
LINK NET BRASIL TELECOMUNICACOES LTDA  - ME;01/12/2016;Montes Claros de Goiás;GO
LINK NET SERVIÇOS E COMÉRCIO LTDA - ME;16/11/2015;Aracaju;SE
LINK NET TELECOMUNICACOES LTDA;03/10/2016;Porto Velho;RO
LINK POINT SERVICOS LTDA ME;06/05/2010;Maceió;AL
LINK PRIME TECNOLOGIA LTDA - EPP;11/08/2016;Canaã dos Carajás;PA
LINK SETE SERVICOS DE INTERNET E REDES LTDA-EPP;09/03/2010;Sete Lagoas;MG
LINK SISTEMA DE TELECOMUNICACOES E INFORMATICA LTDA-ME ;12/01/2012;Minas Novas;MG
LINK TOP NET EIRELI - ME;24/02/2017;Limeira;SP
LINK VIDA TELECOM LTDA;25/01/2012;Salvador;BA
LINK VOIP TELECOM REDES DE COMUNICACAO LTDA;02/04/2012;Alagoinhas;BA
LINK WAP TELECOMUNICACOES E INFORMATICA LTDA ME;31/01/2014;Brasília;DF
LINK WAY TELECOMUNICACOES LTDA - ME;15/03/2017;Padre Bernardo;GO
LINK WEB TELECOM LTDA - ME;01/12/2015;Campos dos Goytacazes;RJ
LINKADO COMUNICAÇÕES LTDA - ME;29/12/2014;Ingá;PB
LINKAR TELECOM LTDA - ME;06/07/2017;Águas Lindas de Goiás;GO
LINKBRASIL TELECOM LTDA - ME;06/10/2010;Imperatriz;MA
LINKCE TELECOM EIRELI - ME;16/01/2017;Maracanaú;CE
LINKFORT TELECOM LTDA - ME;28/12/2010;Bertioga;SP
LINKMAIS PROVEDOR DE ACESSO AS REDES DE COMUNICACOES LTDA - ME;11/09/2009;Limeira;SP
LINKMAX SOLUCOES DE ACESSO A INTERNET LTDA - ME;28/12/2007;Criciúma;SC
LINKMINAS TELECOMUNICAÇÕES LTDA - ME;16/12/2014;Brumadinho;MG
LINKNET TECNOLOGIA E COMUNICACAO LTDA - ME;02/03/2015;Monte Santo;BA
LINKNET TECNOLOGIA E TELECOMUNICAÇÕES LTDA;26/01/2005;Brasília;DF
LINKNET TELECOMUNICAÇÕES LTDA.;09/09/2009;Castanhal;PA
LINKNETBR TELECOMUNICAÇÕES E TECNOLOGIA LTDA;22/02/2013;Novo Gama;GO
LINKNNET INFORMATICA & TELECOM LTDA - ME;19/07/2016;São Francisco;MG
LINKRM LTDA - ME;17/02/2017;Belém;PA
LINKS NET PROVEDOR DE INTERNET LTDA;01/06/2010;Panorama;SP
LINKTAP INFORMATICA LTDA - ME;03/02/2014;Tapira;MG
LINKTEL CONNECT TELECOM LTDA - ME;07/12/2015;Ourilândia do Norte;PA
LINKTEL TELECOMUNICACOES DO BRASIL LTDA;05/03/2004;Barueri;SP
LINKTRONIC COMUNICAÇÕES E INFORMÁTICA LTDA - ME;18/03/2013;Itajaí;SC
LINNCE SOLUCOES EM SEGURANCA E INTERNET LTDA - ME;01/12/2016;Aracaju;SE
LINNET PROVEDOR DE INTERNET EIRELI  - ME;07/12/2016;João Pessoa;PB
LINQ TELECOMUNICACOES LTDA - ME;07/12/2016;Goiânia;GO
LINS.NET TELECOM LTDA - ME;01/02/2016;Recife;PE
LINSFIBRA PROVEDOR DE INTERNET LTDA ME;12/09/2014;Lins;SP
LINX TELECOMUNICAÇÕES LTDA;29/08/2006;São Paulo;SP
LINXBR TELECOMUNICACOES LTDA;06/05/2010;Belford Roxo;RJ
LIVE NETWORK PROVEDOR E SERVICOS DE INTERNET LTDA.;08/03/2012;Foz do Iguaçu;PR
LIVE SERVIÇOS DE TELECOMUNICAÇOES LTDA - EPP;06/12/2013;Xinguara;PA
LIVE TELECOM LTDA - ME;30/09/2014;Sarandi;PR
LIVE.CONNECTION LTDA - ME;03/11/2014;Uberlândia;MG
LIVECOM SERVIÇOS E COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA LTDA -ME;12/08/2015;Rio de Janeiro;RJ
LIVENET TELECOM SERVICOS DE INTERNET E PRODUTOS DE INFORMATICA LTDA - ME;07/12/2016;Tiros;MG
LIVRE PROVEDOR DE INTERNET LTDA - ME;11/08/2015;Tanguá;RJ
LIVRE TELECOM COMERCIO E SERVICOS EM TELECOMUNICACOES LTDA;05/03/2008;São Paulo;SP
LIVRE WIFI TELECOM EIRELI;07/03/2016;Canaã dos Carajás;PA
LIZIANE FERNANDES MATTOS DA SILVA - ME;19/12/2014;Campo Grande;MS
LIZITEC INFORMATICA LTDA;05/05/2009;Chapecó;SC
LJ FELEX;11/01/2017;Arapiraca;AL
LK TELECOM INFORMATICA LTDA ME  - ME;31/01/2017;Itiruçu;BA
LL INFORMATICA LTDA - ME;17/11/2016;Caxias;MA
LL TELECOMUNICACOES LTDA - ME;06/07/2017;Rubiataba;GO
LM TELECOM LTDA - ME;07/12/2015;Gravataí;RS
LMD DE OLIVEIRA COM. EQUIP. DE INFORMATICA - ME;13/04/2017;Rolim de Moura;RO
LMS SERVIÇOS DE COMUNICAÇÃO EIRELLI;19/02/2016;Fortaleza;CE
LNP SERVICOS DE TELECOMUNICACOES E INFORMATICA LTDA - ME;29/09/2016;Rio de Janeiro;RJ
LOBIANCO TELECOM INFORMATICA LTDA ME;12/01/2012;São Gonçalo;RJ
LOBINHO SERVICOS MULTIMIDIA LTDA - ME;18/04/2017;Garuva;SC
LOCAL DATACENTER SOLUCOES EM COMUNICACAO LTDA ;21/01/2013;Rio de Janeiro;RJ
LOCAL NETWORKS ISP TECNOLOGIA E SERVICOS LTDA - ME ;27/04/2012;Mauá;SP
LOCALL TELECOM LTDA;25/01/2012;Aparecida de Goiânia;GO
LOCALLINK TELECOMUNICAÇÕES LTDA - ME;23/09/2013;Gravatá;PE
LOCALNET CENTRO DE DADOS LTDA;12/09/2012;Bento Gonçalves;RS
LOCAWEB TELECOM TELECOMUNICAÇÕES LTDA;11/08/2005;São Paulo;SP
LOG INFORMATICA LTDA - ME;21/08/2014;Tucunduva;RS
LOG LINK INFORMATICA LTDA - ME;07/10/2016;Olinda;PE
LOGFIBER TELECOMUNICACOES EIRELI - ME;14/07/2016;Brasília;DF
LOGIC PRO SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃOBLTDA - ME;22/11/2013;Manaus;AM
LOGNET - TELECOMUNICACOES E INFORMATICA LTDA;03/07/2008;Salvador;BA
LOGNET SERVICOS EM TELECOMUNICACOES LTDA - ME  ;16/11/2015;Brasília;DF
LOGO SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;28/04/2015;Belém;PA
LOGOS NET SERVIÇOS COMUNICAÇÃO LTDA;02/10/2006;Baixo Guandu;ES
LOGTEL TELECOMUNICACOES E INFORMATICA LTDA ME;02/07/2007;Brasília;DF
LOGUS TECNOLOGIA LTDA - ME;02/06/2017;Salvador;BA
LOL CONECTIVIDADE LTDA;05/11/2009;Morretes;PR
LOOP TELECOM LTDA - EPP;08/08/2016;Maceió;AL
LOPES & TINOCO LTDA - ME;29/12/2014;Santo Antônio da Platina;PR
LOPES COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA - ME;12/02/2010;Lauro Muller;SC
LOPES MULTIMIDIA LTDA  - ME;10/01/2017;Mairiporã;SP
LORIEDSON BATISTA PEREIRA - ME;04/12/2015;Varginha;MG
LOURDES M. GUARNIERI - ME;18/05/2017;Lajeado;RS
LOUVETEL COMUNICACAO COMERCIAL LTDA - ME;26/04/2011;Louveira;SP
LOUZEIRO & MORAIS LTDA  - ME;29/12/2016;Formosa do Rio Preto;BA
LPA TELECOMUNICAÇOES LTDA - EPP;17/04/2014;Lages;SC
LPRINT TELECOMUNICAÇÃO E ENGENHARIA LTDA EPP;05/05/2009;Macaé;RJ
LR PROVEDOR DE INTERNET MANUTENCAO DE EQUIPAMENTOS E INFORMATICA LTDA - ME;18/05/2017;Bento Fernandes;RN
LRF CONECTIONS SERVIÇOS LTDA ME;11/09/2015;São Gonçalo;RJ
LSOFT - INFORMATICA E INTERNET LTDA - ME;16/01/2009;Pará de Minas;MG
LT2 TELECOMUNICAÇÕES LTDA - EPP ;02/09/2014;Natal;RN
LUA DOS SANTOS PEREIRA - ME;10/08/2016;Santa Rita;PB
LUA TELECOM LTDA  - ME;06/09/2016;Campinas;SP
LUANDERSON COELHO DE SOUSA - ME;27/09/2016;Queimada Nova;PI
LUANETT TELECOMUNICAÇÕES LTDA - EPP;09/05/2016;Três de Maio;RS
LUCARONI TELECOM LTDA - ME;24/01/2014;Palmas;TO
LUCAS DE SOUZA IAPPE - ME;31/10/2017;Pérola d'Oeste;PR
LUCAS DOS SANTOS RODRIGUES DE DARIO MEIRA - ME;14/10/2016;Dário Meira;BA
LUCAS HENRIQUE SANT ANA - ME;31/10/2016;Jaborandi;SP
LUCAS MENDES ALVARENGA E CIA LTDA.;17/11/2010;Lavras;MG
LUCAS NETWORK INFORMÁTICA LTDA - ME;25/01/2012;Lucas do Rio Verde;MT
LUCELIA F. DA CRUZ SANTOS - SERVICOS DE COMUNICAÇÃO;17/02/2016;Ribeirão das Neves;MG
LUCIA BATISTA DE SOUZA - ME;27/07/2016;Santo Afonso;MT
LUCIA NEVES SILVA PARAMIRIM.NET - ME;31/10/2017;Paramirim;BA
LUCIANA ALVES RIBEIRO DOS SANTOS - ME;24/12/2013;Salgueiro;PE
LUCIANA GONCALVES DE SOUZA FERNANDES EIRELI - ME;10/10/2016;Caraguatatuba;SP
LUCIANE REGINA VALENGA;23/05/2013;Ortigueira;PR
LUCIANO GONCALVES DE LIMA - ME;03/11/2016;Itaocara;RJ
LUCIANO LUCAS DOS SANTOS - ME;03/08/2016;Recife;PE
LUCIANO SILVA DE LACERDA - ME;10/02/2014;Amaral Ferrador;RS
LUCIANO YAMASHIRO PINTO - ME;03/05/2017;Figueira;PR
LUCIMAR LIRA BARROS;04/12/2012;Paraíso do Tocantins;TO
LUCINEI MUNHOZ-ME;27/02/2009;Adamantina;SP
LUCINEIDE MENDES DA SILVA - ME;18/08/2016;Valparaíso de Goiás;GO
LUCINEY MAGALHAES RODRIGUES - ME;02/07/2014;Boa Viagem;CE
LUCIO SALVIANO DE OLIVEIRA IPIRANGA - ME ;22/04/2015;Ipiranga;PR
LUCONT TELECOM LTDA - ME;13/10/2016;Maranguape;CE
LUG FREITAS TELECOMUNICACOES LTDA - ME;13/03/2017;Vila Velha;ES
LUIS CARLOS MANSO NETTO - ME;29/01/2014;Varginha;MG
LUIS CARLOS SOUZA DA SILVA;26/12/2014;Conde;PB
LUIS EDUARDO DE SOUSA - ME;22/05/2015;Reginópolis;SP
LUIS FELIPE RAMOS DE VASCONCELLOS EIRELI;06/09/2016;Teixeira de Freitas;BA
LUIS GUSTAVO ZUCCOLOTTO DE ASSIS;17/08/2006;Ribeirão Preto;SP
LUIS HENRIQUE TEIXEIRA ARAUJO 10212673688;09/09/2014;Luz;MG
LUIS HERMANO LOBO CAVALCANTE - ME;06/09/2016;Lençóis;BA
LUIS SERGIO RODRIGUES FERNANDES - ME;07/12/2016;Reriutaba;CE
LUIZ ANTONIO CLERICUZZI JUNIOR ME;25/08/2014;Gravatá;PE
LUIZ C S DA SILVA JUNIOR  - ME;02/01/2017;Pedra Branca;CE
LUIZ CARLOS DA COSTA TORRES - EPP;18/12/2013;Petrolina;PE
LUIZ CARLOS KERN;26/12/2014;Tapera;RS
LUIZ CESAR MENDES DOS SANTOS - ME;14/06/2017;Pato Branco;PR
LUIZ FELIPE NEVES - ME;17/03/2014;Reserva;PR
LUIZ FELIPE RODRIGUES - ME;21/11/2016;Delmiro Gouveia;AL
LUIZ GUSTAVO GOES DE CASTRO - ME;14/12/2016;Maranguape;CE
LUIZ H VELLOSO TELECOMUNICAÇÕES E INFORMATICA - ME;13/10/2015;Nova Friburgo;RJ
LUIZ H. F DA HORA - ME;11/04/2013;Conchal;SP
LUIZ HENRIQUE SPEGIORIN - ME;11/08/2015;Valparaíso;SP
LUIZ LIMA E CIA LTAD - ME;06/02/2015;Icaraíma;PR
LUIZ PAULO PANDOLFI CAPRINI - ME;14/04/2015;Águia Branca;ES
LUIZ RICARDO DA  CRUZ INFORMÁTICA  ME;28/10/2011;Tapiratiba;SP
LUIZA MARIA DE SOUZA SINDELAR;03/04/2008;Xangri-lá;RS
LUIZITO DO NASCIMENTO;26/05/2017;Inhuma;PI
LUMA INFORMATICA LTDA - ME;16/03/2010;Oliveira;MG
LUP TELECOMUNICAÇÕES LTDA;22/02/2012;Belo Horizonte;MG
LUPERCIO MIGUEL FIGUEIREDO & CIA LTDA - ME;05/11/2009;Bataguassu;MS
LUQUINI E BAIOCO LTDA - ME;10/07/2017;Ampére;PR
LUX TECNOLOGIA DA INFORMAÇÃO, COMUNICAÇÃO E SISTEMAS LTDA - ME;11/08/2015;Pinhais;PR
LVP OLIVEIRA & CIA LTDA - ME;07/05/2014;Carinhanha;BA
LWNET COMERCIO E SERVICOS DE COMUNICACOES LTDA  - ME;31/01/2017;Boa Viagem;CE
LX7 TECNOLOGIA LTDA - ME;03/02/2015;Joanópolis;SP
LXZ TECNOLOGIA E SERVICOS LTDA ME;18/07/2014;Itajaí;SC
LYRA & ATTILA INFORMÁTICA LTDA;22/10/2010;Fortaleza;CE
LYTUX SERVICOS EM TELECOMUNICACOES REDES E TREINAMENTOS LTDA - ME;17/10/2016;São Paulo;SP
M & J GANACINI TELECOMUNICAÇÕES LTDA - ME;13/07/2012;Curitiba;PR
M & M TELECOMUNICACOES LTDA;16/09/2010;Pesqueira;PE
M & R NETWORK LTDA - ME;16/07/2014;Cachoeirinha;RS
M & R SERVIÇOS E TELECOMUNICAÇÕES LTDA - ME;17/02/2016;Jaboatão dos Guararapes;PE
M A B LIMA - ME;09/03/2017;Caucaia;CE
M A COMERCIO E SERVICO DE COMUNICACAO MULTIMIDIA LTDA - ME;03/08/2016;São Paulo;SP
M A CONEXÃO ELETROTECNICA MULTIMIDIA LTDA;27/03/2009;Ubatuba;SP
M A DE LIMA COMERCIO E SERVICOS EIRELI - ME;21/03/2017;Parauapebas;PA
M A DE M VIDAL - ME;18/04/2017;Itapipoca;CE
M A DOS REIS & CIA. LTDA.;09/01/2007;Chapadinha;MA
M A G DE MORAES TELECOMUNICAÇÕES ME;24/06/2015;Petrolina;PE
M A INFORMATICA LTDA;03/04/2009;Itaipulândia;PR
M A INFORMÁTICA LTDA - ME;30/11/2015;Tavares;PB
M B SERVICOS DE TELECOMUNICACOES E INFORMATICA LTDA - ME;11/08/2016;Manaus;AM
M C B DA FONSECA TELECOM - ME;28/11/2016;Maceió;AL
M C DA S ARAUJO  SERVICOS - EPP;26/12/2016;Rio Largo;AL
M C MEIRA PROVEDOR DE ACESSO LTDA.-ME.;28/05/2012;Brejões;BA
M C V SOUSA -ME;01/08/2016;Juína;MT
M DANILO M SILVA - ME;10/02/2016;Batalha;PI
M DAS G O BORGES SANTOS - ME;19/11/2014;Codó;MA
M DE J NUNES MOREIRA & CIA LTDA - ME;25/04/2018;São Raimundo das Mangabeiras;MA
M F GOMES DA SILVA PORTAIS LTDA - ME;17/09/2014;Altos;PI
M J RODRIGUES BATISTA - ME;09/01/2017;Parambu;CE
M J VENTURA LTDA;21/09/2011;Bezerros;PE
M K DOS ANJOS SILVA INFORMATICA;21/03/2017;Fortaleza;CE
M L ATLÂNTICA SERVIÇOS LTDA ME;31/08/2016;Ananindeua;PA
M L Kevorkian Serviços de Informática - ME;30/03/2016;Rio de Janeiro;RJ
M M DE SOUZA - ME;24/03/2015;Macaíba;RN
M M I CABRAL;05/11/2009;Piraju;SP
M M S DE BRITO CAMPOS - EPP;06/09/2016;Rio Preto da Eva;AM
M N GONCALVES - ME;31/01/2017;Miranorte;TO
M P PROVEDOR DE ACESSO A REDE E INTERNET LTDA  - ME;19/07/2016;Petrópolis;RJ
M R REDES DE TELECOMUNICAÇÕES LTDA. - ME ;17/01/2006;Sobral;CE
M R SERVIÇOS DE INTERNET, TV POR ASSINATURA LTDA - ME;14/10/2016;Angra dos Reis;RJ
M S DUARTE ME;11/09/2015;Palmas;TO
M S TELECOM LTDA  - ME;21/03/2017;Redenção;PA
M V INFORMATICA LTDA - ME;07/03/2016;Recife;PE
M W F MOURA MULTIMIDIA - ME;08/06/2017;Barra de Guabiraba;PE
M&A SOLUCOES COMERCIO E SERVICOS DE TELECOMUNICACOES LTDA - ME;17/03/2017;Lagoa Seca;PB
M&M MATTOS SERVICOS DE TELECOMUNICACOES LTDA;15/08/2012;Nova Iguaçu;RJ
M. A. DA SILVA TECNOLOGIA - ME;26/12/2016;Santa Bárbara do Leste;MG
M. ANTONIO OLIVEIRA LIMA;08/04/2015;Fortaleza;CE
M. C. DE OLIVEIRA - ME;13/01/2017;Boa Vista;RR
M. DANTAS & CIA. LTDA - ME;01/12/2014;Dourados;MS
M. DE BRITO COMUNICAÇÕES - ME;16/11/2015;Birigui;SP
M. DOS R. ALENCAR DE CARVALHO - ME;11/08/2015;Buriti dos Lopes;PI
M. GONCALVES GUIMARAES - ME;10/04/2012;Guarulhos;SP
M. J. CENATTI & CIA LTDA;22/08/2016;Nova Aurora;PR
M. J. DIAS & LIMA LTDA ME;13/12/2012;Goioerê;PR
M. J. SOARES COMUNICAÇÕES - ME;03/02/2016;Guaraciaba do Norte;CE
M. L. CARIUS - EPP;19/01/2015;Paty do Alferes;RJ
M. L. J. DANTAS - ME;16/02/2017;Urupá;RO
M. M. SERVICOS DE INFORMATICAS LTDA - ME;16/12/2014;Ji-Paraná;RO
M. M. TELECOMUNICAÇÕES E COMERCIO LTDA;11/05/2015;Altamira;PA
M. N. DOS SANTOS - INFORMATICA;06/02/2008;Crixás;GO
M. N. REDES DE COMUNICAÇÕES LTDA - EPP;17/03/2009;São Leopoldo;RS
M. P. DINIZ ;11/10/2011;Araguatins;TO
M. P. TELECOM LTDA ME;24/07/2008;Goianésia;GO
M. R. M. DA SILVA - ME;28/04/2015;Reriutaba;CE
M. R. MELO ALEXANDRINO - ME;01/12/2016;Sobral;CE
M. S. FERREIRA ALVES - ME;29/09/2015;São Bento;PB
M. S. TELECOMUNICAÇÕES LTDA - ME;12/09/2014;Jandaia do Sul;PR
M. SOL INTERNET E INFORMATICA LTDA ME;01/03/2010;Laguna;SC
M. V. MARTIN & CIA LTDA;13/07/2006;Santa Cruz do Sul;RS
M. V. MENEZES TELECOMUNICAÇÕES - ME;20/09/2016;Três Lagoas;MS
M.A. LOBO EIRELI - ME;15/04/2014;Acará;PA
M.A.L.V. DA SILVA JÚNIOR E CIA LTDA - ME;01/04/2016;Presidente Dutra;MA
M.C.R. CAMPOS INFORMATICA E TELECOMUNICAÇOES - ME;15/04/2015;Campos dos Goytacazes;RJ
M.D DE SOUSA TELECOM - ME;02/04/2008;Breu Branco;PA
M.I. INTERNET LTDA.;14/02/2008;Nova Bréscia;RS
M.K. TELECOMUNICAÇÕES LTDA - ME;03/02/2016;Marumbi;PR
M.L. DE ASSIS ALMEIDA & ALMEIDA LTDA - ME;03/12/2014;Pinhalão;PR
M.M. BRITO DA SILVA - MULTIMIDIA - ME;03/05/2017;Fortaleza;CE
M.M.P. PROVEDOR DE ACESSO A INTERNET LTDA - ME;25/01/2011;Franca;SP
M.M.V.A DO BRASIL MULTIMIDIA LTDA;25/09/2007;São José dos Campos;SP
M.R. DA SILVA PROVEDOR DE INTERNET ;30/03/2015;Borá;SP
M.S DE MATOS - ME;21/03/2017;Barueri;SP
M2 TELECOM TELECOMUNICACOES DE TUPA LTDA - ME;29/09/2017;Tupã;SP
M2E PRESTACAO DE SERVICOS ESPECIALIZADOS EM INFORMATICA LTDA - EPP;02/10/2017;São Paulo;SP
M2P2 COMUNICAÇÕES EIRELI - ME;20/01/2014;Estrela;RS
M2TI LTDA;13/12/2011;Suzano;SP
M4. NET ACESSO A REDE DE COMUNICAÇÃO LTDA ME;23/09/2005;Santa Cruz;RN
M5 NETWORK E TECHNOLOGY SERVIÇOS LTDA;03/01/2012;Itajuípe;BA
MA SOLUCOES EM TECNOLOGIA LTDA - ME;22/04/2015;Vacaria;RS
MACACAUBA NET SERVICOS DE INTERNET EIRELI - ME;02/06/2017;Juruti;PA
MACAL INFORMATICA LTDA - ME;27/07/2017;Pains;MG
MACAPA  TELECOM LTDA  - ME;27/09/2016;Macapá;AP
MACAUTURBO SERVIÇOS DE PROVEDORES NA INTERNET LTDA - ME;17/04/2014;Macau;RN
MACEDO & CASTRO INFORMATICA LTDA;09/09/2009;Turmalina;MG
MACEDO & PACHECO LTDA;26/01/2010;Capão do Cipó;RS
MACH4 TELECOMUNICACOES COMERCIO E SERVICOS LTDA ME;10/05/2007;Natal;RN
MACHADO E NUNES AUTOMACAO EMPRESARIAL LTDA;11/04/2008;Pires do Rio;GO
MACIEL FREITAS DA COSTA - ME;06/09/2016;Rondonópolis;MT
MACRO NET TELECOMUNICACOES LTDA - ME;30/08/2012;Feira de Santana;BA
MADANET TELECOM LTDA - ME;19/11/2015;Madalena;CE
MADMAK INFORMÁTICA E TELECOMUNICAÇÕES LTDA-ME;18/09/2012;Tremembé;SP
MADRI TELECOM E SERVIÇOS LTDA - ME;24/08/2015;São Carlos;SP
MADS PROVEDOR DE ACESSO DE TELECOMUNICACOES LTDA - ME;04/10/2016;Tanguá;RJ
MAFHNET EVOLUTIONS PROVEDOR DE INTERNET LTDA - ME;19/05/2014;Itagibá;BA
MAGIC WINDOWS LTDA - ME;03/03/2016;São Paulo;SP
MAGICNET TELECOM - EIRELI - ME;17/02/2017;Nova Europa;SP
MAGNA BATISTA DE SOUZA - ME;06/02/2017;Iguatu;CE
MAGNO ROBERTO DE ASSUNCAO NOGUEIRA 00621554154;10/02/2017;Rio Verde;GO
MAGNOS A BOTH & CIA LTDA;22/09/2009;Santo Cristo;RS
MAGNUM DE MACEDO SILVA INTERNET - ME;06/09/2016;Caruaru;PE
MAHACELL CELULAR E TELECOMUNICAÇÕES LTDA;17/08/2016;São Paulo;SP
MAIA E DUTRA LTDA - ME;13/12/2016;Jardim de Piranhas;RN
MAICON ANTONIO STEFFENS - ME;21/06/2016;Cerro Grande;RS
MAICON LUIS DARTORA CAMILOTTI - ME;07/06/2017;Nova Prata;RS
MAICON MACHADO ME;04/08/2014;Canelinha;SC
MAICON NARCISO - ME;20/06/2014;Paraíso;SC
MAIKOL CAMPANINI INFORMATICA ME;27/03/2009;Londrina;PR
MAIKON JEFFERSON SILVA GALDINO DE SOUSA - ME;13/03/2017;Fortaleza;CE
MAILBOX INTERNET E TELECOMUNICAÇÕES LTDA-ME;26/02/2014;Brasília;DF
MAIQUEL HENRIQUE DA SILVA & CIA LTDA - ME;24/06/2015;Tunas;RS
MAIS EMPRESAS IMPORTAÇÃO, COMERCIO ELETRONICOS E SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;24/09/2013;Maringá;PR
MAIS INFORMÁTICA E TELECOM LTDA - ME;17/08/2011;Teresina;PI
MAIS INTERNET COMERCIO SERVICOS E TELECOMUNICACOES LTDA  - ME;31/03/2017;Itaiçaba;CE
MAIS INTERNET LTDA EPP;06/12/2011;Palhoça;SC
MAIS LINK SERVICOS DE TELECOMUNICACOES E GERENCIAMENTO DE REDES LTDA - ME;30/04/2008;Rio de Janeiro;RJ
MAIS PROVEDOR SERVICOS DE INTERNET LTDA - EPP;20/09/2016;São Paulo;SP
MAIS REDE SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;01/02/2016;Belo Horizonte;MG
MAISON DA SILVA ME ;14/11/2012;Imbituba;SC
MAISSA MURIEL SOUZA DE CARVALHO - ME;18/03/2015;Tobias Barreto;SE
MALTA E CARVALHO LTDA - EPP;22/12/2014;Santana do Ipanema;AL
MALUGAINFOR COMERCIO DE PRODUTOS DE INFORMATICA LTDA;25/08/2011;São Gonçalo;RJ
MANOEL COSTA NUNES - ME;07/08/2017;Araci;BA
MANOEL MARCELO VIEIRA - EPP;21/01/2016;Martins;RN
MANSKE & ISRAEL LTDA ME;11/06/2010;Santa Fé;PR
MANTIQUEIRA TECNOLOGIA LTDA;11/03/2010;Passa Quatro;MG
